"","IncidentType","Category","FloorConditions","Weather","RiskAssessment","IncidentLocation","OccurredOnEmployerPremises","InjuredPartyType","EmplType","WasProtectiveClothingWorn","WasMechHandlingEquiUsed","LengthEmplCat","TotalDaysUnfitForWork","RiddorReportable","InjuredPartysAge","Brand","Months"
"7816","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","N","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","N","N","1-2 Years",0,"N",59,"Jewson","July"
"7817","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","N","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",57,"Jewson","June"
"7818","First Aid Injury (TF3)","Struck against stationary object","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",57,"Jewson","November"
"7819","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",57,"Jewson","July"
"7820","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",65,"Jewson","June"
"7821","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wind","N","Stockyard","Y","Temporary Worker/Agency","Machinery Operative","N","N","10-20 Years",0,"N",39,"Jewson","May"
"7822","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",57,"Jewson","April"
"7823","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Field Based Employee/Sales","Y","N","0-3 Months",0,"N",47,"Jewson","February"
"7824","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",57,"Jewson","October"
"7825","First Aid Injury (TF3)","Manual Handling","Dry","Wet/Cold","Y","Offsite","N","Temporary Worker/Agency","HGV/LGV Driver","Y","N","10-20 Years",0,"N",66,"Jewson","January"
"7826","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","6-12 Months",0,"N",36,"Jewson","December"
"7827","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","6-12 Months",0,"N",36,"Jewson","June"
"7828","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",67,"Jewson","May"
"7829","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","N","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","N","N","3-6 Months",0,"N",58,"Jewson","February"
"7830","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","N","Stockyard","Y","Member Of Public","Internal Sales Office Staff","N","N","10-20 Years",0,"N",54,"Jewson","February"
"7831","First Aid Injury (TF3)","Manual Handling","Dry","Wet/Cold","Y","Stockyard","Y","Full-Time","Counter Sales Staff","Y","N","5-10 Years",0,"N",42,"Jewson","September"
"7832","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","Y","N","5-10 Years",0,"N",42,"Jewson","December"
"7833","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",32,"Jewson","April"
"7834","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","N","N","10-20 Years",0,"N",62,"Jewson","March"
"7835","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Customer","Management Staff","N","N","1-2 Years",0,"N",72,"Jewson","September"
"7836","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Customer","Yard/Warehouse Operative","N","N","3-6 Months",0,"N",30,"Jewson","January"
"7837","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",53,"Graham","May"
"7838","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","N","N","5-10 Years",0,"N",43,"Graham","April"
"7839","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"N",53,"Graham","March"
"7840","First Aid Injury (TF3)","Contact with moving machinery","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","Y","3-6 Months",0,"N",54,"Graham","May"
"7841","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","Y","N","3-5 Years",0,"N",52,"Graham","May"
"7842","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",67,"Graham","July"
"7843","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",51,"Graham","July"
"7844","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",67,"Graham","March"
"7845","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Mezanine","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",49,"Graham","April"
"7846","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",62,"Graham","January"
"7847","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"Y",55,"Graham","February"
"7848","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",53,"Graham","November"
"7849","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",67,"Graham","October"
"7850","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","10-20 Years",0,"N",67,"Graham","May"
"7851","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","10-20 Years",0,"N",54,"Graham","April"
"7852","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","2-3 Years",0,"Y",49,"Graham","September"
"7853","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",0,"N",53,"Graham","August"
"7854","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",49,"Graham","August"
"7855","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",57,"Graham","April"
"7856","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","N","N","6-12 Months",0,"N",23,"Graham","March"
"7857","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",62,"Graham","March"
"7858","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",29,"Graham","May"
"7859","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Cold","N","Stockyard","Y","Member Of Public","Internal Sales Office Staff","N","N","1-2 Years",0,"N",58,"Jewson","May"
"7860","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","Y","N","20+ Years",0,"N",65,"Jewson","December"
"7861","First Aid Injury (TF3)","Struck by moving vehicle (not FLT)","Normal","Dry/Cold","Y","Stockyard","Y","Temporary Worker/Agency","HGV/LGV Driver","Y","Y","1-2 Years",0,"N",40,"Jewson","October"
"7862","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",54,"Jewson","February"
"7863","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","20+ Years",0,"N",48,"Jewson","September"
"7864","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","3-6 Months",0,"N",48,"Jewson","January"
"7865","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","0-3 Months",0,"N",27,"Jewson","September"
"7866","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"N",66,"Jewson","August"
"7867","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","2-3 Years",0,"N",47,"Jewson","August"
"7868","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","20+ Years",0,"N",50,"Jewson","December"
"7869","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",27,"Ceramic Tile Distributors","October"
"7870","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","5-10 Years",0,"N",44,"Jewson","April"
"7871","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Production/Processing","Y","Full-Time","Yard/Warehouse Operative","Y","N","20+ Years",0,"N",59,"Jewson","April"
"7872","First Aid Injury (TF3)","Struck against stationary object","Wet","Icy/Cold","N","Offices/Showroom","Y","Full-Time","Management Staff","N","N","20+ Years",0,"N",55,"Jewson","August"
"7873","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",68,"Jewson","November"
"7874","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Maintenance Workshop/Area","Y","Full-Time","Management Staff","Y","N","20+ Years",0,"N",59,"Jewson","September"
"7875","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Maintenance Workshop/Area","Y","Full-Time","Management Staff","Y","N","3-6 Months",0,"N",59,"Jewson","September"
"7876","First Aid Injury (TF3)","Injured by animal","Dry","Dry/Hot","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",42,"Jewson","December"
"7877","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Maintenance Workshop/Area","Y","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",68,"Jewson","December"
"7878","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","Y","6-12 Months",0,"N",48,"Jewson","April"
"7879","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","2-3 Years",0,"N",43,"Jewson","July"
"7880","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","N","N","6-12 Months",0,"N",32,"Jewson","September"
"7881","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","Y","1-2 Years",0,"N",32,"Jewson","February"
"7882","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","N","Offices/Showroom","Y","Full-Time","Management Staff","N","N","1-2 Years",0,"N",32,"Jewson","December"
"7883","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Stockyard","Y","Full-Time","Counter Sales Staff","Y","N","20+ Years",0,"N",49,"Jewson","April"
"7884","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Offices/Showroom","Y","Full-Time","Management Staff","Y","N","3-5 Years",0,"N",48,"Jewson","October"
"7885","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",48,"Jewson","October"
"7886","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",0,"N",54,"Jewson","August"
"7887","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","N","Stockyard","Y","Work Experience","Yard/Warehouse Operative","Y","N","10-20 Years",0,"N",60,"Jewson","January"
"7888","First Aid Injury (TF3)","Fall from a height","Dry","Wet/Cold","Y","Offices/Showroom","Y","Full-Time","Internal Sales Office Staff","N","N","10-20 Years",0,"N",60,"Jewson","March"
"7889","First Aid Injury (TF3)","Struck by moving vehicle (not FLT)","Wet","Wet/Cold","Y","Offsite","Y","Customer","HGV/LGV Driver","Y","Y","3-6 Months",0,"N",45,"Jewson","October"
"7890","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","N","Stockyard","Y","Part-Time","Counter Sales Staff","N","N","10-20 Years",0,"Y",78,"Jewson","April"
"7891","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","N","10-20 Years",0,"N",50,"Jewson","March"
"7892","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",59,"Jewson","July"
"7893","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","N","Maintenance Workshop/Area","Y","Full-Time","Counter Sales Staff","Y","N","6-12 Months",0,"N",34,"Jewson","October"
"7894","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offices/Showroom","Y","Full-Time","Yard/Warehouse Operative","Y","N","6-12 Months",0,"N",59,"Jewson","November"
"7895","First Aid Injury (TF3)","Struck by moving vehicle (not FLT)","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","1-2 Years",0,"N",59,"Jewson","September"
"7896","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",62,"Jewson","April"
"7897","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",49,"Jewson","April"
"7898","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Icy/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",35,"Jewson","April"
"7899","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Management Staff","Y","N","1-2 Years",0,"N",34,"Jewson","May"
"7900","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Icy/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",49,"Jewson","March"
"7901","First Aid Injury (TF3)","Contact with moving machinery","Normal","Dry/Hot","Y","Maintenance Workshop/Area","Y","Full-Time","Management Staff","Y","N","3-5 Years",0,"N",43,"Pasquill","January"
"7902","First Aid Injury (TF3)","Exposed to harmful substance","Dry","Dry/Hot","Y","Stockyard","Y","Member Of Public","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",43,"Pasquill","June"
"7903","First Aid Injury (TF3)","Struck against stationary object","Wet","Wet/Cold","Y","Offsite","Y","Contractor (<=10hrs/wk)","HGV/LGV Driver","Y","N","2-3 Years",0,"N",49,"Pasquill","June"
"7904","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","N","Stockyard","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",25,"Pasquill","July"
"7905","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",25,"Pasquill","February"
"7906","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Hot","Y","Production/Processing","Y","Contractor (<=10hrs/wk)","Machinery Operative","Y","N","2-3 Years",0,"N",36,"Pasquill","June"
"7907","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",43,"Pasquill","February"
"7908","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Maintenance Workshop/Area","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",0,"N",38,"Pasquill","January"
"7909","First Aid Injury (TF3)","Exposed to fire or heat","Dry","Dry/Cold","Y","Production/Processing","Y","Temporary Worker/Agency","Machinery Operative","N","N","6-12 Months",0,"N",20,"Pasquill","August"
"7910","First Aid Injury (TF3)","Fall from a height","Normal","Dry/Cold","Y","Maintenance Workshop/Area","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","Y","3-5 Years",0,"N",47,"Pasquill","August"
"7911","First Aid Injury (TF3)","Slipped, trip or fall (level)","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","20+ Years",0,"N",40,"Pasquill","April"
"7912","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Maintenance Workshop/Area","Y","Temporary Worker/Agency","Management Staff","Y","N","10-20 Years",0,"N",39,"Pasquill","June"
"7913","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Hot","Y","Maintenance Workshop/Area","Y","Temporary Worker/Agency","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",54,"Pasquill","February"
"7914","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Maintenance Workshop/Area","Y","Full-Time","HGV/LGV Driver","Y","N","3-5 Years",0,"N",24,"Pasquill","February"
"7915","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Hot","Y","Production/Processing","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","6-12 Months",0,"N",41,"Pasquill","June"
"7916","First Aid Injury (TF3)","Struck against stationary object","Dry","Wet/Cold","Y","Production/Processing","Y","Temporary Worker/Agency","Machinery Operative","Y","N","10-20 Years",0,"N",38,"Pasquill","September"
"7917","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","Y","6-12 Months",0,"N",31,"Pasquill","July"
"7918","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Production/Processing","Y","Temporary Worker/Agency","Machinery Operative","Y","N","3-5 Years",0,"N",30,"Pasquill","November"
"7919","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Cold","Y","Production/Processing","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",24,"Pasquill","August"
"7920","First Aid Injury (TF3)","Physical assault","Wet","Wet/Cold","N","Offsite","Y","Full-Time","HGV/LGV Driver","N","N","2-3 Years",0,"N",46,"Graham","January"
"7921","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Wind","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","10-20 Years",0,"N",32,"Ceramic Tile Distributors","November"
"7922","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Icy/Cold","Y","Offices/Showroom","Y","Customer","Internal Sales Office Staff","N","N","1-2 Years",0,"Y",67,"Ceramic Tile Distributors","May"
"7923","First Aid Injury (TF3)","Manual Handling","Wet","Wet/Cold","Y","Stockyard","Y","Contractor (<=10hrs/wk)","Counter Sales Staff","N","Y","2-3 Years",0,"N",21,"Gibbs and Dandy Group","December"
"7924","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","1-2 Years",0,"N",25,"Jewson","April"
"7925","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Counter Sales Staff","Y","N","1-2 Years",0,"N",33,"Jewson","June"
"7926","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","10-20 Years",0,"N",58,"Jewson","June"
"7927","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","N","N","20+ Years",0,"N",33,"Jewson","June"
"7928","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","1-2 Years",0,"N",33,"Jewson","June"
"7929","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","MHE/Forklift Truck Operator","Y","N","3-6 Months",0,"N",43,"Jewson","June"
"7930","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","N","5-10 Years",0,"N",35,"Jewson","November"
"7931","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","5-10 Years",0,"N",23,"Jewson","October"
"7932","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Counter Sales Staff","N","N","10-20 Years",0,"N",23,"Jewson","May"
"7933","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Warehouse","Y","Temporary Worker/Agency","Counter Sales Staff","Y","N","0-3 Months",0,"N",28,"Jewson","January"
"7934","First Aid Injury (TF3)","Slipped, trip or fall (level)","Wet","Wet/Cold","Y","Offsite","N","Full-Time","HGV/LGV Driver","Y","Y","5-10 Years",0,"N",53,"Jewson","April"
"7935","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","Y","6-12 Months",0,"Y",29,"Jewson","August"
"7936","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","N","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","2-3 Years",0,"N",23,"Jewson","January"
"7937","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","N","Stockyard","Y","Full-Time","Yard/Warehouse Operative","N","Y","1-2 Years",0,"N",29,"Jewson","September"
"7938","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",26,"Jewson","December"
"7939","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Warehouse","Y","Full-Time","Yard/Warehouse Operative","Y","N","0-3 Months",0,"N",34,"Jewson","January"
"7940","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",34,"Jewson","September"
"7941","First Aid Injury (TF3)","Struck against stationary object","Wet","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","N","N","3-5 Years",0,"N",34,"Jewson","November"
"7942","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","N","N","3-5 Years",0,"N",29,"Jewson","September"
"7943","First Aid Injury (TF3)","Struck by moving vehicle (not FLT)","Dry","Dry/Hot","N","Stockyard","Y","Customer","Yard/Warehouse Operative","Y","N","6-12 Months",0,"Y",26,"Jewson","July"
"7944","First Aid Injury (TF3)","Fall from a height","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","HGV/LGV Driver","Y","N","0-3 Months",0,"N",53,"Jewson","April"
"7945","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Management Staff","Y","N","10-20 Years",0,"N",65,"Jewson","July"
"7946","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","HGV/LGV Driver","Y","N","1-2 Years",0,"N",53,"Jewson","October"
"7947","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-5 Years",0,"N",72,"Jewson","June"
"7948","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Counter Sales Staff","N","N","2-3 Years",0,"N",72,"Jewson","May"
"7949","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Internal Sales Office Staff","N","N","20+ Years",0,"N",68,"Jewson","June"
"7950","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Offsite","N","Full-Time","Counter Sales Staff","Y","N","5-10 Years",0,"N",59,"Jewson","June"
"7951","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","2-3 Years",0,"N",65,"Jewson","February"
"7952","First Aid Injury (TF3)","Struck against stationary object","Dry","Dry/Hot","Y","Stockyard","Y","Member Of Public","HGV/LGV Driver","N","N","10-20 Years",0,"N",52,"Jewson","December"
"7953","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","N","3-6 Months",0,"N",30,"Jewson","November"
"7954","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Hot","Y","Offices/Showroom","Y","Full-Time","Counter Sales Staff","Y","N","5-10 Years",0,"N",48,"Jewson","December"
"7955","First Aid Injury (TF3)","Slipped, trip or fall (level)","Dry","Dry/Hot","Y","Offices/Showroom","Y","Part-Time","Counter Sales Staff","N","N","10-20 Years",0,"N",51,"Jewson","December"
"7956","First Aid Injury (TF3)","Manual Handling","Normal","Dry/Cold","Y","Stockyard","Y","Full-Time","Management Staff","N","N","20+ Years",0,"N",58,"Jewson","February"
"7957","First Aid Injury (TF3)","Manual Handling","Dry","Dry/Cold","Y","Stockyard","Y","Full-Time","Yard/Warehouse Operative","Y","Y","10-20 Years",0,"N",51,"Jewson","October"
"7958","First Aid Injury (TF3)","Struck by flying objects/debris","Dry","Dry/Cold","Y","Offsite","Y","Full-Time","Machinery Operative","Y","N","2-3 Years",0,"N",52,"Jewson","May"
